id,seek,start,end,text,tokens,temperature,avg_logprob,compression_ratio,no_speech_prob
0,0,0.0,4.5600000000000005," up to it, worried about it going well, worried about collateral damage, making sure that","[493, 281, 309, 11, 5804, 466, 309, 516, 731, 11, 5804, 466, 41875, 4344, 11, 1455, 988, 300]",0.0,-0.406489569293566,1.5751879699248121,0.7016554474830627
1,0,4.5600000000000005,5.5600000000000005, everyone gets out safely.,"[1518, 2170, 484, 11750, 13]",0.0,-0.406489569293566,1.5751879699248121,0.7016554474830627
2,0,5.5600000000000005,8.16, So it's probably a huge sense of relief today.,"[407, 309, 311, 1391, 257, 2603, 2020, 295, 10915, 965, 13]",0.0,-0.406489569293566,1.5751879699248121,0.7016554474830627
3,0,8.16,13.8, We'll say it's a little bit shameful that President Biden would do this when he's supposed,"[492, 603, 584, 309, 311, 257, 707, 857, 49600, 300, 3117, 9877, 576, 360, 341, 562, 415, 311, 3442]",0.0,-0.406489569293566,1.5751879699248121,0.7016554474830627
4,0,13.8,16.080000000000002, to be recovering from COVID.,"[281, 312, 29180, 490, 4566, 13]",0.0,-0.406489569293566,1.5751879699248121,0.7016554474830627
5,0,16.080000000000002,19.32, It's also culture run amuck.,"[467, 311, 611, 3713, 1190, 669, 1134, 13]",0.0,-0.406489569293566,1.5751879699248121,0.7016554474830627
6,0,19.32,22.56, Commander-in-Chief's orders.,"[20857, 12, 259, 12, 6546, 2521, 311, 9470, 13]",0.0,-0.406489569293566,1.5751879699248121,0.7016554474830627
7,0,22.56,23.56, What about dog disorders?,"[708, 466, 3000, 20261, 30]",0.0,-0.406489569293566,1.5751879699248121,0.7016554474830627
8,0,23.56,26.32, That's a good point.,"[663, 311, 257, 665, 935, 13]",0.0,-0.406489569293566,1.5751879699248121,0.7016554474830627
9,0,26.32,27.32, I thought so.,"[286, 1194, 370, 13]",0.0,-0.406489569293566,1.5751879699248121,0.7016554474830627
10,0,27.32,28.32, It's a good point.,"[467, 311, 257, 665, 935, 13]",0.0,-0.406489569293566,1.5751879699248121,0.7016554474830627
11,2832,28.32,31.32," A dumb point, but a good point.","[316, 10316, 935, 11, 457, 257, 665, 935, 13]",0.0,-0.3858820262708162,1.3937823834196892,0.005542245227843523
12,2832,31.32,35.32, Thank you very much.,"[1044, 291, 588, 709, 13]",0.0,-0.3858820262708162,1.3937823834196892,0.005542245227843523
13,2832,35.32,38.32, Thank you.,"[1044, 291, 13]",0.0,-0.3858820262708162,1.3937823834196892,0.005542245227843523
14,2832,38.32,44.92, Let's talk about the Doha Accords that were part of the withdrawal from Afghanistan last,"[961, 311, 751, 466, 264, 1144, 1641, 5725, 5703, 300, 645, 644, 295, 264, 30646, 490, 13658, 1036]",0.0,-0.3858820262708162,1.3937823834196892,0.005542245227843523
15,2832,44.92,45.92, year.,"[1064, 13]",0.0,-0.3858820262708162,1.3937823834196892,0.005542245227843523
16,2832,45.92,46.92, How many tickets?,"[1012, 867, 12628, 30]",0.0,-0.3858820262708162,1.3937823834196892,0.005542245227843523
17,2832,46.92,52.92," Okay, you can take this one, because the Taliban agreed to quote not allow groups, including","[1033, 11, 291, 393, 747, 341, 472, 11, 570, 264, 26478, 9166, 281, 6513, 406, 2089, 3935, 11, 3009]",0.0,-0.3858820262708162,1.3937823834196892,0.005542245227843523
18,5292,52.92,59.08, Al-Qaeda to use the soil of Afghanistan to threaten security of the United States.,"[967, 12, 48, 43973, 281, 764, 264, 6704, 295, 13658, 281, 29864, 3825, 295, 264, 2824, 3040, 13]",0.0,-0.28815608554416233,1.5044247787610618,0.0010466815438121557
19,5292,59.08,60.08, Shocker.,"[39474, 260, 13]",0.0,-0.28815608554416233,1.5044247787610618,0.0010466815438121557
20,5292,60.08,62.92, The Taliban lied to us.,"[440, 26478, 20101, 281, 505, 13]",0.0,-0.28815608554416233,1.5044247787610618,0.0010466815438121557
21,5292,62.92,63.92, Okay.,"[1033, 13]",0.0,-0.28815608554416233,1.5044247787610618,0.0010466815438121557
22,5292,63.92,72.92, How do you incentivize compliance to that kind of agreement other than sending the flying,"[1012, 360, 291, 35328, 1125, 15882, 281, 300, 733, 295, 8106, 661, 813, 7750, 264, 7137]",0.0,-0.28815608554416233,1.5044247787610618,0.0010466815438121557
23,5292,72.92,75.4," steak knives, which we did?","[17009, 26279, 11, 597, 321, 630, 30]",0.0,-0.28815608554416233,1.5044247787610618,0.0010466815438121557
24,5292,75.4,80.2, I think the key point here is President Biden was right to end the war in Afghanistan,"[286, 519, 264, 2141, 935, 510, 307, 3117, 9877, 390, 558, 281, 917, 264, 1516, 294, 13658]",0.0,-0.28815608554416233,1.5044247787610618,0.0010466815438121557
25,5292,80.2,81.2, after decades.,"[934, 7878, 13]",0.0,-0.28815608554416233,1.5044247787610618,0.0010466815438121557
26,8120,81.2,84.84," I think what this, you can climb to that.","[286, 519, 437, 341, 11, 291, 393, 10724, 281, 300, 13]",0.0,-0.39389621702014893,1.6030534351145038,0.0006553803686983883
27,8120,84.84,91.32000000000001," To me, I don't think we ever trusted the Taliban to live up to their, or shouldn't we,","[1407, 385, 11, 286, 500, 380, 519, 321, 1562, 16034, 264, 26478, 281, 1621, 493, 281, 641, 11, 420, 4659, 380, 321, 11]",0.0,-0.39389621702014893,1.6030534351145038,0.0006553803686983883
28,8120,91.32000000000001,96.60000000000001," but what this operation shows in my mind is that you don't need 100,000 troops in countries","[457, 437, 341, 6916, 3110, 294, 452, 1575, 307, 300, 291, 500, 380, 643, 2319, 11, 1360, 11522, 294, 3517]",0.0,-0.39389621702014893,1.6030534351145038,0.0006553803686983883
29,8120,96.60000000000001,98.88, all around the world to conduct counterterrorist operations.,"[439, 926, 264, 1002, 281, 6018, 5682, 48024, 468, 7705, 13]",0.0,-0.39389621702014893,1.6030534351145038,0.0006553803686983883
30,8120,98.88,102.04, And I think that's a good lesson for the United States.,"[400, 286, 519, 300, 311, 257, 665, 6898, 337, 264, 2824, 3040, 13]",0.0,-0.39389621702014893,1.6030534351145038,0.0006553803686983883
31,8120,102.04,103.04, Okay.,"[1033, 13]",0.0,-0.39389621702014893,1.6030534351145038,0.0006553803686983883
32,8120,103.04,104.04, All right.,"[1057, 558, 13]",0.0,-0.39389621702014893,1.6030534351145038,0.0006553803686983883
33,8120,104.04,107.04, And another foreign policy news.,"[400, 1071, 5329, 3897, 2583, 13]",0.0,-0.39389621702014893,1.6030534351145038,0.0006553803686983883
34,8120,107.04,109.04, Just to jump in here many times.,"[1449, 281, 3012, 294, 510, 867, 1413, 13]",0.0,-0.39389621702014893,1.6030534351145038,0.0006553803686983883
35,10904,109.04,116.92," And other foreign policy news, speaker Pelosi landed in Taiwan today for a trip that military","[400, 661, 5329, 3897, 2583, 11, 8145, 44145, 15336, 294, 12296, 965, 337, 257, 4931, 300, 4632]",0.0,-0.3511437310112847,1.6219512195121952,0.0007787136710248888
36,10904,116.92,122.80000000000001," leaders, not only Chinese military leaders, but American military leaders said was not","[3523, 11, 406, 787, 4649, 4632, 3523, 11, 457, 2665, 4632, 3523, 848, 390, 406]",0.0,-0.3511437310112847,1.6219512195121952,0.0007787136710248888
